"ID";"Distance_traveled1";"Hang1";"Unknown_behavior1";"Rest1";"Rear1";"Walk1";"Groom1";"Micro_move1";"Eat1";"Drink1";"Distance_traveled2";"Hang2";"Unknown_behavior2";"Rest2";"Rear2";"Walk2";"Groom2";"Micro_move2";"Eat2";"Drink2";"Distance_traveled3";"Hang3";"Unknown_behavior3";"Rest3";"Rear3";"Walk3";"Groom3";"Micro_move3";"Eat3";"Drink3";"Distance_traveled4";"Hang4";"Unknown_behavior4";"Rest4";"Rear4";"Walk4";"Groom4";"Micro_move4";"Eat4";"Drink4";"Distance_traveled5";"Hang5";"Unknown_behavior5";"Rest5";"Rear5";"Walk5";"Groom5";"Micro_move5";"Eat5";"Drink5";"Distance_traveled6";"Hang6";"Unknown_behavior6";"Rest6";"Rear6";"Walk6";"Groom6";"Micro_move6";"Eat6";"Drink6";"Distance_traveled7";"Hang7";"Unknown_behavior7";"Rest7";"Rear7";"Walk7";"Groom7";"Micro_move7";"Eat7";"Drink7";"Distance_traveled8";"Hang8";"Unknown_behavior8";"Rest8";"Rear8";"Walk8";"Groom8";"Micro_move8";"Eat8";"Drink8";"Distance_traveled9";"Hang9";"Unknown_behavior9";"Rest9";"Rear9";"Walk9";"Groom9";"Micro_move9";"Eat9";"Drink9"
"100";0.185085643388447;0.0762202321383005;0.0924211379330966;0.801720620173374;0.333889415113808;0.16819241604978;0.201157365245702;0.378499538356193;0.0263899333127987;0;0.214522518516985;0.113199220095527;0.300342378439122;0.510494330517532;0.137911593690222;0.224361453287707;0.444521911274812;0.604522057188405;0.0528434230999532;0;0.194431373906425;0.16304963760975;0.214441567086149;0.434835005155947;0.219021392718077;0.184591636547205;0.553212837595243;0.585301440523031;0.0377123613515715;0;0.182212804119689;0.165211692229945;0.194957313509222;0.69921545805395;0.265637108685422;0.172019304075364;0.309344848963633;0.480882644916187;0.0552052454383189;0;0.130958951025705;0;0.0717570811740105;0.864443740979192;0.30155931860769;0.132151374522225;0.141906143237523;0.32028044492967;0;0;0.0279750779191551;0;0.0625411261231024;0.929674866380536;0.135478523887595;0.0575520290437718;0.191804663664815;0.262493719309072;0;0;0.168627270801813;0.120808477364709;0.222384692815726;0.68362908183096;0.216320913757996;0.180362551958835;0.358870847028063;0.499998011203357;0.0450090312706857;0;0.158822814688263;0.0945942076629416;0.262090095599819;0.66015636109654;0.132317898785813;0.189365514348553;0.388227370192014;0.527509511506338;0.0441582701198769;0;0.163397964913251;0.135733140452684;0.173722135831087;0.73301825727319;0.265016855452507;0.160575704075081;0.312743663495022;0.451844729707659;0.0431749662325827;0
"101";0.563355662096001;0.336548479777595;0.110383530730309;0.0847440127005228;0.211893391181735;0.313989296142062;0.427067799393323;0.730457695672632;0.0840917861088706;0.0155264749652372;0.234638492589478;0.188947108758265;0.0847654717792363;0.0211774608426577;0.199142943676183;0.229339547849583;0.398892405667707;0.835142276103737;0.0865811547278879;0.0130267789733092;1.09049926378454;0.705664903636511;0.124721912549527;0.0235702262151635;0.274293704300835;0.348159174944801;0.31910755240833;0.421997010793753;0.0977904034798092;0;0.777744090312364;0.461512894407815;0.145060698882512;0.022537446913727;0.266929693865117;0.342741894010632;0.432526721335058;0.616536251727967;0.0888711349132547;0;0.653147017005269;0.399480397289609;0.111664729454479;0.241401546753681;0.221809218938602;0.333686564732701;0.461270550227944;0.620646975703066;0.101809424746371;0.0138186385535327;0.134923697847142;0.212102195136155;0.0476892191267314;0.818875424917854;0.0905911197237435;0.144461751488082;0.318997637563304;0.385168052862721;0.0400948243453778;0;0.503843809054562;0.372647181932263;0.109860788191049;0.297473041782413;0.221605048630876;0.285375022958796;0.405345936551725;0.676284765237741;0.0864385523040556;0.00952398653999315;0.1765396674879;0.164457826475935;0.0728707413376567;0.437654044272236;0.172139140618055;0.199806660845485;0.366744391813882;0.751277170913472;0.075187366881204;0.0110335457108349;0.794155615424846;0.495153579206248;0.13320266337205;0.133497356266457;0.253507980738702;0.341105856816847;0.424333803918274;0.590661641137608;0.0926019824262806;0.00725979175424932
"103";0.122717061655879;0.162614424878107;0.763795737003784;0.531949469746801;0.142114141273842;0.140566449691276;0.111323209923366;0.227839227005985;0.0534800811168822;0;0.545835838376661;0.357621380243152;0.156577988768365;0.410429990641045;0.227739494638943;0.317872690639368;0.337947235047831;0.626826211458691;0.1345672075649;0;0.0454587567390667;0.0210818508321811;0.890368212863913;0.421584313212295;0.078740079095478;0.0413655790414448;0;0.144837073974093;0.0133333331843217;0;0.0512053634490547;0.0327773173748757;0.82414888596562;0.506411689287403;0.162581512229978;0.0427539832508716;0.0964620602022069;0.158290786968005;0.0209227405174173;0;0.0164729579791764;0.125400528776206;0.839992821105824;0.413203362410097;0.135159193367322;0.0230794996761404;0.0522844941691744;0.150420962075418;0.252113338680158;0;0.0884588444119178;0.209016179545701;0.312300567492472;0.791278940244103;0.0953120565143544;0.111036541137188;0.323789533542679;0.314702992277701;0.0858317425704161;0;0.228613486139391;0.232523474870498;0.620822075743008;0.499685615200796;0.176066744785863;0.196690658304014;0.238480990963637;0.407428509833163;0.133476737736907;0;0.396078981311759;0.311668139184218;0.138075919741185;0.585037069875184;0.193529763332659;0.270485915474889;0.33404712570532;0.551345602595067;0.118357656002049;0;0.0408255694138245;0.0709945192506623;0.843905019187885;0.459619533796146;0.144794081230799;0.0416377616453653;0.0768364321030906;0.153480200774123;0.138584745971109;0
"104";0.263282901563798;0.216712443644628;0.319765537361723;0.235198750823689;0.204531985304291;0.212664492196408;0.337647674530078;0.768441912067745;0.0596617449999764;0;0.117875705804014;0.108935451556018;0.128069757950868;0.500801752889826;0.133826433455128;0.147618032216848;0.441721365699617;0.694184566119205;0.0646398489643596;0;0.176889574408738;0.132469419877351;0.180616231075685;0.610913100511494;0.162754074269804;0.184611700023641;0.260824903273473;0.662503666701198;0.0740870355126341;0;0.223376808714304;0.18234524882555;0.287454182621525;0.400765765632832;0.210707522842405;0.196174767380378;0.241528134048299;0.761037410934348;0.0541818470536824;0;0.173344529859825;0.148515824710568;0.216559049818129;0.424125862563154;0.193772387860735;0.208961687997604;0.289138964265462;0.764707274746239;0.0318602478569742;0;0.113437546036925;0.0755011381363457;0.244284885246167;0.6288493270923;0.163609084780885;0.148820960382118;0.496787144421839;0.486440612044401;0.0575886774037444;0;0.160267824350514;0.138943172870565;0.215745826543711;0.489417242875318;0.173722824596317;0.175325989641493;0.367824473663141;0.703054206417643;0.0576152448139183;0;0.106510392763773;0.0995990068397992;0.157325815950858;0.548717044975581;0.129168716779827;0.141610985807823;0.43936801911667;0.654979475365566;0.0637718984707031;0;0.210162195142607;0.169148416749511;0.264360111290016;0.440672583028307;0.203158143312887;0.198431191541886;0.266226520894073;0.742983823073479;0.0508912705921682;0
"105";0.0542657438834015;0.0721894008204833;0.0442866741985587;0.904069832463203;0.105475115139847;0.115508705638299;0.0663907988120762;0.379414490813681;0.0394153705408048;0;0.187391177722775;0.172102955736702;0.117100703710533;0.0201458421236107;0.24969975248184;0.223228586072664;0.321341169091221;0.854179965786605;0.105415567123616;0;0.029392870551803;0;0.0744361531674086;0.809915403223008;0.175984006796311;0.0678232996123608;0.214683229635405;0.506271777136499;0;0;0.0274143368530934;0;0.0332077840720968;0.917279584394412;0.0679942984409905;0.0519462478749593;0.0968682539386433;0.374937476707891;0;0;0.0108292697245564;0;0.0263337686815875;0.952361078565288;0.0489076669761593;0.0251627863865944;0.0578219985049563;0.283416579490999;0;0;0.032109723015264;0.0268611049554123;0.0462062886990805;0.738712529135877;0.119138963014497;0.0818045417719684;0.400126563731792;0.51491263532393;0.0227812934089782;0;0.0851187478984636;0.105262468855537;0.078374807329393;0.700750363676754;0.169030850459027;0.14317260600976;0.252145005374683;0.611046836264385;0.0646652447836167;0;0.15092206052123;0.15223692873134;0.103929390503853;0.348985615810214;0.218486489879057;0.198067399017986;0.384745618096239;0.773828009667213;0.0914365370827592;0;0.0245512432764942;0.00471077491886007;0.0436859304643396;0.901379226821143;0.105226347519763;0.0505082808100817;0.135354537057722;0.38955384196639;0;0
"106";0.101982000175797;0.0464194130108737;0.109462974665894;0.90560424359874;0.13766764580584;0.138207051679715;0.178469018038302;0.292536114130475;0.0990430406643035;0.0066815311805607;0.22492650336088;0.139995284430525;0.19823311977787;0.552345135308804;0.189993919796536;0.224496494859846;0.422811585789696;0.600928867233411;0.0962806680840169;0.00444994168331224;0.424058545929276;0.237002870721437;0.432392140889166;0.434536790685953;0.211011671106684;0.246531471857563;0.296797723769951;0.587158878425015;0.165260736518444;0;0.132275938642862;0.324823707162161;0.176676831428538;0.72633364781223;0.201597627653175;0.121237006813921;0.111719304244134;0.494749371967768;0.149155234269876;0;0.146955890265111;0.156906861349674;0.199051349592465;0.904874200528526;0.146734412222994;0.102039502837343;0.10641091722995;0.258574884058152;0.0764584609085113;0;0.281170956467726;0.225850472920413;0.21085520103621;0.336775476266865;0.202203054051404;0.214996800068313;0.507022415961084;0.659749979190679;0.106021253772811;0;0.205483512307699;0.227305729582343;0.217397103059584;0.646435966365898;0.190569805350757;0.184581564009277;0.328315991088623;0.538761730104908;0.118275845485309;0.00271662917859538;0.22404005326006;0.16576128926667;0.183972842379177;0.500903058121545;0.189297575710781;0.222706700502162;0.45291341319881;0.6215498685253;0.100114711772317;0.00378777017064908;0.207567173630792;0.280211920597263;0.250866274431303;0.741550025210213;0.197525139092459;0.147081321844793;0.147357679533074;0.453181079343266;0.140848099431575;0
"107";0.239548402709521;0.198378843233788;0.47440125146914;0.680434470801908;0.261400760294676;0.159285978323257;0.232865177284954;0.278879553949792;0.185893913277314;0;0.35654672118328;0.447693022449037;0.280906124697409;0.532921457621764;0.309322692366137;0.197639529489438;0.333753530317176;0.425373446242732;0.0392672149476016;0;1.08834124546395;0.493678540149158;0.307209664146124;0.218276074669311;0.18088260880093;0.362317636012281;0.388930155271402;0.467744773628649;0.0672750017205318;0;0.590532206502489;0.341679952336695;0.421738058152928;0.446497554493138;0.256803823875412;0.266149241126637;0.39483719100492;0.412741909134844;0.0645141217327579;0;0.330292347788193;0.236225193158049;0.187480874920933;0.809152003905727;0.204930841803493;0.181303669095322;0.229258510160493;0.27728643791758;0.200133956728263;0;0.181253376820632;0.20285930077869;0.117857095515278;0.926433204226476;0.146736653886141;0.136656887592043;0.0739483228104297;0.183622706783198;0.0266244391371522;0;0.449291222408668;0.37183034639455;0.30799993546914;0.604111781746164;0.256984117037994;0.226343733766943;0.32685538119357;0.384794630125584;0.0898105147509367;0;0.272027232123664;0.384623138867303;0.241994739316291;0.676166650204327;0.271365817537224;0.173031037334575;0.287529758398076;0.376506374285479;0.034271819528449;0;0.597391138092877;0.347557345902639;0.350606105107552;0.553107473187435;0.233155602361279;0.262834221281668;0.357249729643296;0.386558715885847;0.119154828497796;0
"108";0.0859537572209125;0.0255883160849284;0.0595618924859654;0.888384032762323;0.0627257825802061;0.131067042018516;0.169171650162919;0.393008082263989;0.0293277865019004;0;0.140932367655942;0.198461281866993;0.108482289487739;0.750754194511904;0.191656625396933;0.164552857101756;0.369617552585413;0.411603773707378;0.116048275654938;0;0.253733354079951;0.168303066370613;0.231980200949685;0.844015971547078;0.127104506971767;0.127337403925901;0.218445689546528;0.337056976969059;0.107393354104022;0;0.365263959262193;0.283515338479986;0.294684174752048;0.614590082430899;0.389297075542182;0.192160460637529;0.18546606376788;0.467871694687257;0.0934531995360922;0;0.0539905577745925;0.0241436240506521;0.0420177825877026;0.929746637985407;0.0578509614132106;0.0892177038542638;0.148932550020203;0.310783308639405;0.0344373290988377;0;0.0796072188148841;0.0510646163548604;0.0951126363355538;0.797712975819083;0.090100740540038;0.142358073202668;0.288163105297054;0.487047416925783;0.038483927219086;0;0.194737709428596;0.201559199257877;0.186990322151917;0.756249923290559;0.246920698803671;0.159917751650838;0.277693624115554;0.42139375545272;0.0932117338070152;0;0.116189819081007;0.170967735280391;0.0998196579039718;0.771533606458927;0.168024811782052;0.152836307120496;0.353444072450465;0.419988931650103;0.100699309730229;0;0.255866228721664;0.219498011672979;0.236060280864669;0.755041615463687;0.295548729999682;0.160644785105697;0.181454034019268;0.41257509980322;0.081349004892084;0
"109";0.0592822694192624;0.0196698947891896;0.107432148989638;0.222251735597351;0.239791576555874;0.234203272933832;0.249356314275411;0.873597511103524;0.0259922148851544;0;0.0866455226385852;0.069144431457353;0.345009119617874;0.727825948845955;0.125296926285478;0.121066685674735;0.375557635576406;0.412981523368327;0.0568205196425889;0;0.190859170224414;0.102704176233477;0.138697644905231;0.782318490013046;0.158043593829734;0.207863909862383;0.233412683898378;0.479876520515574;0.0684754617562311;0;0.336955189543256;0.408301484553916;0.327352354578064;0.423592070615859;0.300475812245705;0.191616255009744;0.323082997086395;0.553886545802911;0.083461053235362;0;0.0713551004578701;0.202844098260281;0.245072033924367;0.220248071198365;0.185098098901012;0.22854132547423;0.152335255585973;0.826013407889599;0.00634042617862263;0;0.0833383806040982;0.0959957758883271;0.596247052925059;0.615064060325285;0.0714526784401679;0.0817013183644164;0.318481364272236;0.37827054676319;0.0112508790930858;0;0.165752487870128;0.243502628882257;0.358305158517884;0.583792285526911;0.200467115671371;0.166986745564107;0.318938693923785;0.537070083718288;0.059921174744642;0;0.0696013716077552;0.0580242204001845;0.411913684745433;0.699306891796774;0.109045684319187;0.106678022662436;0.383856441595748;0.403428631392115;0.0479019404931868;0;0.249242449371434;0.327755921924741;0.289758933603125;0.468084498080015;0.253444143633343;0.203117161067008;0.267988517203173;0.624948260234346;0.0669250643234794;0
"110";0.00392186116161091;0.944911182523068;0;0;0;0.327199516944932;0;0;0;0;0.000937214645804191;0.106445348459045;0;0;0;0.994299397829845;0;0;0;0;0.0174489949933357;1;0;0;0;0;0;0;0;0;0.00744394489090171;1;0;0;0;0;0;0;0;0;0.00780019745342995;0.999705149282749;0.0188443328951883;0;0;0;0;0;0;0;0.0269968319931834;0.988247395424482;0.152862973668434;0;0;0;0;0;0;0;0.00813969280779251;0.797263354305242;0.0529901897787382;0;0;0.601260698751834;0;0;0;0;0.00675352127859142;0.512301098637473;0.0818660885824767;0;0;0.854080704522757;0;0;0;0;0.00921046813490094;0.99991862825311;0.0099001021002784;0;0;0;0;0;0;0
